UserName,Handle,Timestamp,Text,Comments,Likes,Retweets
Jia Zhen Li,@IrisLi72738046,2022-11-16T08:02:49.000Z,"Jia Zhen Li
@IrisLi72738046
·
16 Nov 2022陳時中在南港玉成公園開講，蔡英文總統、前副總統陳建仁均到場，儘管內湖、南港區被視為偏藍選舉，又是黃珊珊本命區，但仍有大量民眾湧進公園，現場座無虛席。20221114
#小英 #小英總統 #蔡英文 #蔡英文總統 #陳時中 #台北市 #九合一選舉 #民進黨
udn.com
民眾熱情激昂！蔡英文笑開 地方人士：從沒這麼熱的場
民進黨台北市長候選人陳時中今晚在南港玉成公園開講，蔡英文總統、前副總統陳建仁均到場力挺，儘管內湖、南港區被視為偏藍選舉，...
1",1,,
勝海粥,@fgtw2014,2022-11-16T08:02:37.000Z,"勝海粥
@fgtw2014
·
16 Nov 2022民黨的候選人，我知道你們不是林佳龍也不是陳時中。

你是他們兩個的同黨！這樣就夠了，其它不需要解釋。
1
2",,1,2
Jia Zhen Li,@IrisLi72738046,2022-11-16T07:59:51.000Z,"Jia Zhen Li
@IrisLi72738046
·
16 Nov 2022我對陳時中有信心，我對台北市民朋友也有信心。11月26號，讓我們全力支持⑫號陳時中，一起為台北的進步、為台北的光榮，更為台灣挺身而出！
#小英 #小英總統 #蔡英文 #蔡英文總統 #陳時中 #台北市 #九合一選舉 #民進黨",,,
Jia Zhen Li,@IrisLi72738046,2022-11-16T07:59:32.000Z,"Jia Zhen Li
@IrisLi72738046
·
16 Nov 2022陳時中說，台北市長是他人生中，最後一個公職，他要把一生的經驗、能力，通通回饋給他熱愛的故鄉；把這24年進步不夠快的、發展不到位的，通通給補上來。
#小英 #小英總統 #蔡英文 #蔡英文總統 #陳時中 #台北市 #九合一選舉 #民進黨
1",1,,
王萬壹,@OlB5xR6vzI6Vv4B,2022-11-16T07:59:31.000Z,"王萬壹
@OlB5xR6vzI6Vv4B
·
16 Nov 2022《庶民大頭家》完整版 全民傻眼? ""魔獸""12號球衣.陳時中:蹭我熱度 UN問台青年輕生率 官員牽拖""高樓太多"" ? 2022/11/16

【本集來賓】
1.鄭麗文 立法委員
2.林郁方 前立委
3.董智森 資深媒體人
4.林珍羽 台北市議員候選人https://youtu.be/FjfQa47_YAQ",,,
Jia Zhen Li,@IrisLi72738046,2022-11-16T07:59:12.000Z,"Jia Zhen Li
@IrisLi72738046
·
16 Nov 2022讓陳時中來帶領台北，一定可以讓世界再次看見台北、稱讚台北、羨慕台北。
#小英 #小英總統 #蔡英文 #蔡英文總統 #陳時中 #台北市 #九合一選舉 #民進黨
1",1,,
Jia Zhen Li,@IrisLi72738046,2022-11-16T07:58:34.000Z,"Jia Zhen Li
@IrisLi72738046
·
16 Nov 2022更重要的是，台北是首都、國家的門面城市，需要千錘百鍊，格局夠大的市長。我認為，最適合承擔首都市長重任的人，就是在疫情期間，挺過各種挑戰，能把大家團結起來，把疫情控制下來的陳時中。
#小英 #小英總統 #蔡英文 #蔡英文總統 #陳時中 #台北市 #九合一選舉 #民進黨
1",1,,
Jia Zhen Li,@IrisLi72738046,2022-11-16T07:58:17.000Z,"Jia Zhen Li
@IrisLi72738046
·
16 Nov 2022台北是一座多元城市，需要溫暖真誠，又有包容力的市長；台北也是一座進步城市，需要有前瞻思維，有能力，更要有執行力的市長。
#小英 #小英總統 #蔡英文 #蔡英文總統 #陳時中 #台北市 #九合一選舉 #民進黨
1",1,,
Jia Zhen Li,@IrisLi72738046,2022-11-16T07:57:57.000Z,"Jia Zhen Li
@IrisLi72738046
·
16 Nov 2022#為台灣挺身而出

資料來源：小英總統臉書「阿中感謝音樂會」 20221113 
#小英 #小英總統 #蔡英文 #蔡英文總統 #陳時中 #台北市 #九合一選舉 #民進黨
1",1,,
Jia Zhen Li,@IrisLi72738046,2022-11-16T07:47:48.000Z,"Jia Zhen Li
@IrisLi72738046
·
16 Nov 2022#為台灣挺身而出

資料來源：小英總統/林佳龍 「凱道雙北造勢大會」臉書 20221112 
#小英 #小英總統 #蔡英文 #蔡英文總統 #陳時中 #台北市 #林佳龍 #新北市 #九合一選舉 #民進黨
1",1,,
勝海粥,@fgtw2014,2022-11-16T07:40:33.000Z,"勝海粥
@fgtw2014
·
16 Nov 2022Replying to 
@fgtw2014
 and 
@JenchiehYang
為什麼民黨網軍側翼在封關前做出來的民調都一定是「陳時中大幅領先」？你們摸著良心看看，這有可能嗎？他連第二名都不可能了，更不用說…

他們這樣操作輿論是在害怕陳會成為被棄的對象。非國黨支持者最不想的當選者是蔣家的國黨代表，如果陳不可能當選，那麼票投給民眾黨是最有效避免國黨勝選的途徑。
1",,,1
Jia Zhen Li,@IrisLi72738046,2022-11-16T07:35:14.000Z,"Jia Zhen Li
@IrisLi72738046
·
16 Nov 2022很多人看好徐定禎，專程來幫他加油打氣，陳時中前部長，前幾天特地來跟他一起掃街。聯電創辦人曹興誠，也很看好他，徐定禎告訴曹興誠說，要是他當選，就要在苗栗蓋全台最大的「黑熊學院」，讓苗栗成為全民國防重要基地！
#小英 #小英總統 #蔡英文 #蔡英文總統 #徐定禎 #苗栗縣 #九合一選舉 #民進黨
1",1,,
霍爾,@imsunnyswift,2022-11-16T07:30:03.000Z,"霍爾
@imsunnyswift
·
16 Nov 2022台灣需要一個穩重做實事，團結大家的台北市長。
12號陳時中
陳時中 Chen Shih-Chung
@TaipeiShihChung
·
16 Nov 2022
哈囉，我是阿中。11月20日，本周日下午一點半。我們將舉辦「疼惜台北、為愛而走」大遊行。這是場跨世代與族群，集結各方力量的大型活動。當天，我將從競總與大家一起出發，沿途會有紙風車劇團精心設計的可愛動物與空飄造型氣球。期盼透過藝術與文化，為選舉帶來正面能量，誠摯邀請所有朋友一塊加入 !
13",,,13
安納金讚,@Phewshu,2022-11-16T07:22:06.000Z,"安納金讚
@Phewshu
·
16 Nov 2022Replying to 
@TaipeiShihChung
台北需要陳時中！
7",,,7
哇新聞,@waxinwen1,2022-11-16T07:07:47.000Z,"哇新聞
@waxinwen1
·
16 Nov 2022哇woo～政治新聞／
艋舺青山王遶境 陳時中盼疫情過、拚經濟

觀看文章https://woonews.com.tw/politics/21167
投訴爆料https://lin.ee/wRurRSR
IGhttps://instagram.com/woobignews/

#陳時中 #經濟",,,
觸極者The Reacher,@TheReacherTW,2022-11-16T07:00:00.000Z,"觸極者The Reacher
@TheReacherTW
·
16 Nov 2022選舉至今最＂猛＂金句！
大概就是陳時中：＂魔獸選12號球衣可能是想蹭我熱度＂？
競選人不怕被罵，就怕被笑到輸～
我快被你笑死！
1
1",,1,1
某月的羊 天佑烏克蘭,@lunar_sheep_tw,2022-11-16T06:52:17.000Z,"某月的羊 天佑烏克蘭
@lunar_sheep_tw
·
16 Nov 2022市府、聯醫等，不知道多少人比我們這些看戲的柯黑更加地期待他卸任。
當然啦，上述單位的未必就支持陳時中，反而是傾向黃33的比較多，那是他個人陰德足，但是應該也沒用囉。
畢竟是綁在一起的，沒人想要迎來一個柯文哲的傀儡。",,,
yue,@kohira01_,2022-11-16T06:47:33.000Z,"yue
@kohira01_
·
16 Nov 2022Replying to 
@usahanablanc
 and 
@KobySakamoto
她是知道收視不佳，再說只會更沒有效益，現在應該在準備捧陳時中了吧？
2",,,2
y5smkz6b,@y5smkz6b,2022-11-16T06:46:41.000Z,"y5smkz6b
@y5smkz6b
·
16 Nov 2022站陳時中「遭嗆路口」附近 蔣：有特別留意
msn.com
站陳時中「遭嗆路口」附近 蔣：有特別留意
國民黨台北市長候選人蔣萬安，幾天前辭立委表達決心，不過民進黨立委莊瑞雄酸，拖了五天辭職信都還沒送到立院，對此蔣萬安表示已經完成程序，而一早到內湖路口拜票的地點附近，陳時中曾經被住戶抗議太吵，蔣萬安也特別注意了一下音量。",,,
長輩圖,@TISAtoromi,2022-11-16T06:38:57.000Z,"長輩圖
@TISAtoromi
·
16 Nov 202211/20㊐為愛而走大遊行

▶︎https://line.me/R/ti/p/@971saxqh…
▶︎陳時中為愛而走大遊行20日登場 邀紙風車表演 https://cna.com.tw/news/aipl/202211160066.aspx…

陳時中【疼惜台北▶︎為愛而走】
時間：11/20㊐13:30集合
集合地點：陳時中競選總部
（台北捷運板南線・善導寺6號出口）
4
18",,4,18
gefushi,@Fugeshi,2022-11-16T06:37:20.000Z,"gefushi
@Fugeshi
·
16 Nov 2022「陳年老酒をオシャレなカクテルに見せかける必要あるんか？」（意訳）という、さるインフルエンサーの方の陳時中の選挙戦略評、言い得て妙。
1
1
1",1,1,1
リエンくん,@xiaolian291,2022-11-16T06:24:07.000Z,"リエンくん
@xiaolian291
·
16 Nov 2022Replying to 
@Ptnhasm
幹真的，我之前在家說我認同陳時中的居住正義政策但把文藝政策噴爛，然後我親戚就一直逼問我到底挺不挺陳時中==
1",,,1
fight for horde,@fightforhordeTW,2022-11-16T05:09:37.000Z,"fight for horde
@fightforhordeTW
·
16 Nov 2022想要從漢人手上拿到票,黃偉哲得去延平郡王祠感恩開山里屠夫屠戮Siraya、陳時中得去艋舺青山宮肯定中國羅漢腳侵略Ketagalan.
平埔族群的轉型正義,還在遙遠的路上.
#Colonialism
陳時中 Chen Shih-Chung
@TaipeiShihChung
·
16 Nov 2022
艋舺青山宮靈安尊王神誕，舉行盛大慶典為王爺公祝壽誕。我來到青山宮向王爺公祝賀並虔誠參禮。青山宮的暗訪與遶境是台北重要的信仰活動，陣頭陣容浩大，信眾絡繹不絕，是台北三大廟會慶典之一，亦是珍貴文化資產。百餘年來，王爺公保境安民，賞懲善惡，凝聚地方社會力量，守護台北也守護台灣。
2
2",2,,2
台灣推新聞,@mytwnews,2022-11-16T05:07:49.000Z,"台灣推新聞
@mytwnews
·
16 Nov 2022遭批市政停擺？黃珊珊：新書送陳時中就可知做哪些事 - 中央通訊社
cna.com.tw
遭批市政停擺？黃珊珊：新書送陳時中就可知做哪些事 | 政治 | 中央社 CNA
民進黨台北市長候選人陳時中接受專訪質疑黃珊珊任副市長3年，但市政停擺。無黨籍候選人黃珊珊今天說，將新書送給陳時中，請他好好看一看就可了解黃珊珊副市長任內做哪些事。",,,
Guo-Fong Weng܁,@riceom,2022-11-16T05:07:40.000Z,"Guo-Fong Weng܁
@riceom
·
16 Nov 2022-北市長政見會／黑道治國？ 藍綠交鋒
-政治獻金近億 陳時中關閉專戶
-清大解剖中心啟用 前校長簽署捐大體
-借鏡烏俄戰爭 我戰術型無人機首曝光
-外遇男不能提離婚 釋憲案激辯
-央行大戰熱錢 台幣今挑戰30大關
-公報草稿 多數G20成員國譴責俄烏戰爭
-1280億 巴菲特大買台積ADR

聯合報",,,
W4m_way,@W4mWay,2022-11-16T05:03:09.000Z,"W4m_way
@W4mWay
·
16 Nov 2022Replying to 
@pinyutw2020
陳時中：國考及格牙醫師、牙醫師公會理事長、全民健保委員、衛生署副署長、器官捐贈中心及多個基金會董事(長)，衛福部長、中央疫情中心指揮官

黃珊珊：國考及格律師、六屆台北市議員、台北市副市長

蔣萬安：「一屆立委」......果然是天選之人",,,
固特•馬里安諾,@goodyingte,2022-11-16T05:02:17.000Z,"固特•馬里安諾
@goodyingte
·
16 Nov 2022Replying to 
@dryadb43738
綠營派陳時中出來選台北市本來就是一件很智障的事，民進黨至少還有兩人出來選可以勝選的，可惜了",,,
自由戰線3.0,@billhua68001274,2022-11-16T04:57:59.000Z,"自由戰線3.0
@billhua68001274
·
16 Nov 2022高虹安引爆民眾黨最大風爆 現在有吹哨者在節目上影射還有五位立委有高虹安類似問題 #高虹安 #韓國瑜 #朱立倫 #蔡英文#蔣萬安 #唐湘龍 #中國 #習近平 #曹興誠 #陳時中 #沈慧虹 #民進黨
2",,,2
自由戰線3.0,@billhua68001274,2022-11-16T04:57:21.000Z,"自由戰線3.0
@billhua68001274
·
16 Nov 2022高虹安不分區立委辦公室簡直是血汗工場 #高虹安 #韓國瑜 #朱立倫 #蔡英文#蔣萬安 #唐湘龍 #中國 #習近平 #曹興誠 #陳時中 #沈慧虹 #民進黨
0:48
76 views
1",,,1
台灣牛奶糖一緒に頑張ろう༼ つ ◕_◕ ༽つ,@Helenayang1102,2022-11-16T04:49:48.000Z,"台灣牛奶糖一緒に頑張ろう༼ つ ◕_◕ ༽つ
@Helenayang1102
·
16 Nov 2022Replying to 
@vincent691202
 and 
@evenacat
你說""陳時中就是個啃食人民血肉的惡魔""，麗如?麗如呢?!
3+11護高端???不要人云亦云、不要只看新聞標題、不要看紅媒，基本上應該還是會有正確的判斷能力，如果你大腦功能正常的話....
3",,,3
祖刻薄你祖不到我,@fb426sux,2022-11-16T04:47:04.000Z,"祖刻薄你祖不到我
@fb426sux
·
16 Nov 2022「從劉家昌的咒罵，看深藍的精神問題
                 曹興誠

前天（11月14日）看到劉家昌先生罵我的言語，頗能反應深藍人士的問題，所以發表一點看法。

劉先生說，他看到我捐錢衛國，起初頗為敬佩；但後來看到我支持陳時中，質問蔣萬安，於是大怒開罵......」
2
7",2,,7
虎牙不能拔,@evenacat,2022-11-16T04:46:41.000Z,"虎牙不能拔
@evenacat
·
16 Nov 2022Replying to 
@Benjamin9999992
你不看這個也不會投陳時中
是說中國人能投票嗎？
54",,,54
Leslie Hsieh,@leslie_hsieh,2022-11-16T04:43:28.000Z,"Leslie Hsieh
@leslie_hsieh
·
16 Nov 2022竹中竹女校內模擬投票結果公佈  陳時中競辦籲各界勿挑動對立
news.ltn.com.tw
竹中竹女校內模擬投票結果公佈 陳時中競辦籲各界勿挑動對立 - 政治 - 自由時報電子報
新竹女中、新竹高中校內模擬新竹市長投票結果並在粉專公佈結果後，傳出引來許多網友留言出征，「宅神」朱學恒痛批是「塔綠班」，國民黨台北市長蔣萬安今（16）天批評民進黨口口聲聲推18歲公民權，卻缺乏尊重；民進黨台北市長候選人陳時中競選總幹事吳思瑤表示，民進黨及陳時中是這場選戰中最賣力倡議公民權的政黨及候選人，呼籲外界不要挑動對立。吳思瑤今天早上主持陳時中競選總部記者會後對此表示，竹中、竹女事件「跟...",,,
許懷宸,@Benjamin9999992,2022-11-16T04:42:00.000Z,"許懷宸
@Benjamin9999992
·
16 Nov 2022Replying to 
@evenacat
看到這個，我決不會投陳時中
6
3",6,,3
2QT2BSTR8,@attraittw,2022-11-16T04:41:14.000Z,"2QT2BSTR8
@attraittw
·
16 Nov 2022Replying to 
@zhusee2
看到這個名字覺得很眼熟，想了半天不就前幾天找風傳媒配合發布陳時中仇恨值超高的新聞的公司
1",,,1
LEUNG SHEN,@LEUNGSHEN,2022-11-16T04:37:21.000Z,"LEUNG SHEN
@LEUNGSHEN
·
16 Nov 2022Replying to 
@klaw1207
陳時中的政見只有一個：「台北值得更好。」

#我就憨慢講話但我就實在。
#他的團隊真的蠻盡責的把他保護得很好
#雖然沒料看起來還不錯吧",,,
LEUNG SHEN,@LEUNGSHEN,2022-11-16T04:37:15.000Z,"LEUNG SHEN
@LEUNGSHEN
·
16 Nov 2022陳時中的政見只有一個：「台北值得更好。」

#我就憨慢講話但我就實在。
#他的團隊真的蠻盡責的把他保護得很好
#雖然沒料看起來還不錯吧
Klaw律師
@klaw1207
·
15 Nov 2022
侯友宜的政見只有一個：「好好做事情。」

#我就憨慢講話但我就實在。
#他的團隊真的蠻盡責的把他保護得很好
#雖然沒料看起來還不錯吧！",,,
Milktea Alliance W.S.,@KamiliaHaraQoo,2022-11-16T03:45:29.000Z,"Milktea Alliance W.S.
@KamiliaHaraQoo
·
16 Nov 2022Replying to 
@pinyutw2020
「他辭不辭沒有什麼差別」

陳時中根本先知 這幾天某萬安仍然是立委但是幾乎沒人發現
1
3
196",1,3,196
m ï k ï m ï,@sam610515,2022-11-16T03:42:31.000Z,"m ï k ï m ï
@sam610515
·
16 Nov 2022這次競選主題曲裡面，我最喜歡兩首。一首是陳時中的主題曲，由王俊傑演唱的〈聽見改變的聲〉，這首歌的情感十分真摯。
而另一首則是沈慧虹的主題曲，黃子軒所創作的〈乘風出發〉，整首調性很年輕，但是又加入了傳統樂器的嗩吶，超讚，最近看沈慧虹直播常常聽。
youtube.com
2022 沈慧虹競選主題曲《乘風出發》-完整版
2022 沈慧虹競選主題曲《乘風出發》詞曲：黃子軒演唱：黃子軒編曲：楊鈞堯吉他：葉承叡嗩吶：張子浩混音師：楊鈞堯歌詞一個夢，你我都有新竹風 (台) ，溫柔日頭 (客)吹動世界，牽起雙手希望的彩虹風的孩子，夢會發光美好未來，鬥陣拼（台）乘風出發，唱大聲 (台)堅持咱的夢 (台)相信未來幸福的模樣大人細子(客），逐家...
1
4",1,,4
John Hsu,@JohnHsu88888888,2022-11-16T03:38:15.000Z,"John Hsu
@JohnHsu88888888
·
16 Nov 2022Replying to 
@dryadb43738
陳時中擋的不是BNT疫苗，擋的是香港不要的疫苗和買辦的利益。",,,
StandWithUkraine / 爬山,@quendigay,2022-11-16T03:38:03.000Z,"StandWithUkraine / 爬山
@quendigay
·
16 Nov 2022陳時中「疼惜台北」歡樂遊行 週日6大隊「為愛而走」 - 政治 - 自由時報電子報
news.ltn.com.tw
陳時中「疼惜台北」歡樂遊行 週日6大隊「為愛而走」 - 政治 - 自由時報電子報
民進黨台北市長候選人陳時中競選總部今（16）天發布20日將舉辦「疼惜台北、為愛而走」大遊行，當天下午1點半在競選總部集結，台北市12行政區、百工百業一起分為6大隊，以不同的顏色、主題沿著忠孝東路走到台北市政府廣場，民進黨主席、總統蔡英文跟競總主委、前副總統陳建仁將到場相挺。競選總幹事吳思瑤表示，11月20日號召陳時中的粉絲「疼惜台北 為愛而走」，下午1點半在總部集結6大隊，從紹興南街跟忠孝東...",,,
霍爾,@imsunnyswift,2022-11-16T03:19:56.000Z,"霍爾
@imsunnyswift
·
16 Nov 2022Replying to 
@usahanablanc
個人覺得陳時中不會受派系挾持，他選上一定是全市的市長，黨派都會超越。
他有中央政務官歷練，全國性的政策資源分配都能做好，我相信他從政以來必定在理念價值方面都有深入的思考，品格能力都值得信任。
8",,,8
普丁去甲賽啦,@tsengsh8,2022-11-16T03:17:48.000Z,"普丁去甲賽啦
@tsengsh8
·
16 Nov 2022Replying to 
@usahanablanc
王世堅那麼囂張一定不缺票啦，請轉投從開始到現在都支持陳時中的梁文傑.陳怡君.顏若芳。
9",,,9
マキ,@star_963270tw,2022-11-16T03:13:18.000Z,"マキ
@star_963270tw
·
16 Nov 2022台北市的社會住宅議題一直延宕，是因為部分台北市人本身就不太在乎居住正義多問題，只在乎他的房價吧。
所以推行各種社福政見的陳時中才這麼不討喜。可憐吶。",,,
